City,1/31/2010,2/28/2010,3/31/2010,4/30/2010,5/31/2010,6/30/2010,7/31/2010,8/31/2010,9/30/2010,10/31/2010,11/30/2010,12/31/2010,1/31/2011,2/28/2011,3/31/2011,4/30/2011,5/31/2011,6/30/2011,7/31/2011,8/31/2011,9/30/2011,10/31/2011,11/30/2011,12/31/2011,1/31/2012,2/29/2012,3/31/2012,4/30/2012,5/31/2012,6/30/2012,7/31/2012,8/31/2012,9/30/2012,10/31/2012,11/30/2012,12/31/2012,1/31/2013,2/28/2013,3/31/2013,4/30/2013,5/31/2013,6/30/2013,7/31/2013,8/31/2013,9/30/2013,10/31/2013,11/30/2013,12/31/2013,1/31/2014,2/28/2014,3/31/2014,4/30/2014,5/31/2014,6/30/2014,7/31/2014,8/31/2014,9/30/2014,10/31/2014,11/30/2014,12/31/2014,1/31/2015,2/28/2015,3/31/2015,4/30/2015,5/31/2015,6/30/2015,7/31/2015,8/31/2015,9/30/2015,10/31/2015,11/30/2015,12/31/2015,1/31/2016,2/29/2016,3/31/2016,4/30/2016,5/31/2016,6/30/2016,7/31/2016,8/31/2016,9/30/2016,10/31/2016,11/30/2016,12/31/2016,1/31/2017,2/28/2017,3/31/2017,4/30/2017,5/31/2017,6/30/2017,7/31/2017,8/31/2017,9/30/2017,10/31/2017,11/30/2017,12/31/2017,1/31/2018,2/28/2018,3/31/2018,4/30/2018,5/31/2018,6/30/2018,7/31/2018,8/31/2018,9/30/2018,10/31/2018,11/30/2018,12/31/2018,1/31/2019,2/28/2019,3/31/2019,4/30/2019,5/31/2019,6/30/2019,7/31/2019,8/31/2019,9/30/2019,10/31/2019,11/30/2019,12/31/2019
Buena Park,367886.136,367860.7766,367378.4762,369889.1689,371872.5671,373272.1901,371961.4095,370179.2772,367716.501,364679.792,361653.9128,359292.9552,357931.2375,357210.1443,356084.1235,353974.3473,350423.3267,347483.6734,346099.3111,344716.1454,342505.6082,340255.9489,339623.4341,340302.4475,339555.9592,337520.2743,334350.0044,332282.5741,331590.0335,332120.9949,334000.0799,336950.3054,342009.8483,348056.0909,355240.9433,361904.1919,367769.5011,372480.2336,376643.256,381376.6234,387590.2998,394448.3078,401184.5957,407316.7411,413179.8926,418976.8258,424089.0807,428630.701,431817.6896,433729.3507,435164.9894,436985.2601,439188.13,441030.0289,442486.6366,444133.5997,447003.2051,450049.5103,453700.8761,456922.849,460117.2994,462532.3971,464515.7101,465936.1746,467294.0677,468491.0233,471294.7969,472581.3734,472319.7998,468729.1096,464221.7272,459481.8055,461543.4355,469948.9466,482303.548,490783.3898,495868.1688,499521.9639,503440.6456,503442.3618,499644.5915,493656.1389,491050.2632,491517.7285,498195.9486,508944.3244,522808.9864,532355.1355,538957.1478,543395.4699,547803.3279,553084.5476,559600.464,568004.0367,575824.7322,584572.7328,590633.7209,593435.1551,591449.9483,588416.1478,586861.9664,586929.5837,586868.2947,588593.2465,591489.9232,596901.2214,601281.6433,603903.4839,601972.4561,597473.0525,592603.0666,590851.0916,590642.327,591480.4461,592755.2242,596174.8792,601123.0885,607055.3534,612597.8767,617501.8187
Covina,327788.9912,327957.6509,328608.051,330022.8023,333006.4529,332723.4608,331402.7189,327897.1775,325100.6745,322424.5266,320395.2378,319231.9679,318540.5761,318343.1674,317363.6289,316175.5312,312901.7114,310793.8114,309021.2192,307018.6676,303779.0571,299874.4617,297983.3724,297180.4113,296452.2604,295107.7202,292652.7583,290617.0781,289477.0484,289711.4027,291293.2091,294224.7296,298405.2545,303089.966,308134.2718,313641.738,317783.3956,320423.8919,321261.4527,323265.0649,327355.1591,333535.1529,340993.496,349308.8664,358200.4866,366710.4044,373432.8552,378373.2271,380393.222,380744.1573,380590.9766,382147.2329,384489.2919,386962.8013,389715.5355,393550.6932,398930.8849,403987.1426,408699.0723,412356.7343,414606.7573,415567.797,415200.3471,415380.8309,416306.4302,418225.4935,419579.4722,419337.2339,417342.6896,414270.6421,410120.4241,405841.5849,407263.1516,414898.5713,426035.2133,434398.9702,439294.7903,442828.9698,442599.1,439710.8218,434532.3741,430872.2923,429639.233,430843.3654,438365.1729,449258.481,461504.4232,469920.8774,475293.9367,479440.3679,479880.2545,479319.2782,478205.8929,480200.5189,482437.1063,485474.6388,490684.2686,498631.1559,506775.1643,513234.2221,518088.1416,521446.0509,524716.6109,529214.6414,535521.6704,542120.1971,546618.4311,549099.4707,546830.9218,541585.1297,534514.0729,530125.6991,527612.3747,526860.2526,528174.378,531912.9957,537348.4014,543147.4564,549343.6227,555053.9013
Watsonville,321232.5703,322265.7866,324262.1998,327342.1206,330828.9641,334847.7873,337354.0718,337043.603,333176.9647,329203.2887,325479.399,323590.752,321701.177,321099.5247,319300.426,315844.7105,312281.0638,309920.651,308391.3123,309002.0296,310574.3178,312517.2821,311734.9545,309126.9259,307212.3071,307369.119,308195.7195,309625.2803,311450.8912,314389.7844,317665.4994,321535.8738,325377.0527,329332.9393,333482.1513,338527.6196,343222.5763,347874.0487,352222.2069,358581.2742,365958.9376,373697.037,380808.7898,387771.114,394564.1482,400134.3334,404456.425,408574.8247,412720.5179,417793.4001,423280.7939,430014.9508,435689.6271,439943.7485,442959.5869,445794.8696,449380.6487,452908.309,456685.9916,460218.7538,463116.5487,466559.8879,470208.721,474551.5757,478808.4996,482735.9011,486110.4295,489722.0962,494854.885,501416.2515,506885.4578,510921.2909,514187.6159,519000.2454,522322.4476,524137.5933,524027.2405,525739.9215,528289.0364,531440.2049,533697.956,537236.8871,540904.5772,546290.6838,550268.2628,554376.5285,556075.0637,558162.947,559095.7275,561448.7108,564040.2455,567875.5489,572911.7748,579455.1566,586147.987,592704.2247,597685.6131,601737.8712,603917.0033,606427.4844,608958.8187,611045.6918,611950.4039,613384.9273,615464.3577,618297.1996,620106.9881,620314.8485,618892.7702,617608.5124,618588.9686,620829.7965,622382.9802,623696.6207,625269.2672,626648.2841,626149.2822,625475.2997,626433.3808,629157.8135
Camarillo,460197.1183,462955.1493,467628.1373,470439.4656,472002.099,469351.7016,467026.9803,465823.3021,466118.3029,466568.4433,466707.3755,464994.4881,461091.6897,457840.7692,453991.3788,451524.6952,448170.3522,446845.3955,445779.7763,443068.5709,439628.9143,435688.0097,432899.6599,429817.9244,425893.7279,421430.7454,417154.5524,413735.1201,411298.3129,410723.7157,411438.4344,414035.2209,417316.2555,421694.2338,425946.0552,430409.0415,435216.1111,440561.4592,446221.1616,452518.4452,460932.7286,470744.7722,480441.0036,487860.6232,493775.2151,499079.5047,503795.3678,508412.8149,512745.8095,517145.0267,520937.4341,523888.7134,527202.2892,529767.3478,531486.1113,531691.2759,532539.7929,534081.5004,536032,537697.7019,539837.3467,542627.2908,545553.1639,547888.2073,549896.292,551630.5916,553010.4526,554490.5272,556620.2322,560079.6199,563658.2345,566660.7997,570012.8775,574132.7574,578243.3464,580973.3218,582143.4728,583313.9567,584181.9178,585068.6775,584797.3528,586081.2674,588282.9611,592517.4388,596866.0341,601186.6842,604629.2115,606737.4938,608017.7391,609567.0599,610874.0079,612563.8664,614788.0931,618268.9876,622356.2857,627705.6571,632925.4808,636880.0367,638637.0527,639329.4371,640607.632,641722.9039,641433.8764,641013.219,640391.4677,641872.7769,642933.0619,643463.8792,643904.7313,644434.4196,646066.5005,647062.9615,647410.7583,646606.6911,645682.2102,644680.8425,644235.2238,644853.8787,646460.6433,648345.936
Mountain View,659013.1793,660912.0896,671790.4446,676264.6294,678253.5848,670837.4409,662640.3104,658351.6316,657277.9982,656966.5351,653512.0689,648157.1792,645534.6326,642257.6623,641457.5152,640393.0943,637140.2121,638793.2582,639652.4374,643051.5126,639080.2372,634027.1724,635043.5473,636474.0428,639408.6169,641462.5582,649363.883,661216.8887,673163.1924,685099.3509,701610.7266,722168.9843,745176.8596,767083.3,788979.7849,809205.5677,824476.3359,831810.033,834040.0493,836289.5558,841445.5858,850984.5248,865960.7749,884034.2749,903888.7921,922237.6068,940830.1547,957864.8207,970794.416,978697.555,983678.7012,989942.0963,997343.6633,1004924.031,1015361.607,1029559.111,1049245.729,1071627.958,1099479.456,1128945.7,1156457.955,1178102.497,1194615.83,1204905.611,1215906.443,1228234.638,1248600.891,1271178.223,1298955.867,1324909.966,1345797.402,1360677.916,1375895.369,1393291.214,1402149.01,1396530.532,1380914.082,1364041.118,1344163.498,1320593.534,1297369.978,1281657.808,1273863.966,1273764.249,1287204.606,1312551.55,1341909.25,1366931.604,1384761.373,1402177.163,1406131.065,1399327.607,1385846.401,1383077.741,1387803.621,1403308.644,1436978.941,1491646.919,1555482.998,1620577.185,1677296.154,1720626.828,1749227.714,1772414.444,1795279.095,1814372.022,1823751.764,1822508.611,1802826.506,1767984.787,1726491.859,1690343.795,1663484.354,1639616.138,1626689.683,1623281.617,1630582.471,1637306.194,1643281.949,1648799.902
Alhambra,438725.0574,440691.474,442397.7779,445121.0719,449928.5734,450396.0643,449091.2533,444222.3342,439419.4314,435466.9849,432433.1406,431507.2946,430070.3696,429704.4438,427414.8228,425603.4207,421299.6367,420619.3101,420121.8155,418764.628,414646.6241,409641.5599,407272.3409,406062.58,405558.8539,404068.1833,401080.6888,397780.5831,395628.1641,395264.2626,396792.3548,400581.1245,405994.05,412490.0126,420023.0608,427524.2382,432411.654,434507.8096,434014.6686,435587.4622,438825.3495,444681.9314,450971.6319,458065.9331,466425.7006,475456.4532,484128.6135,490783.9849,493801.536,493839.3787,493144.8297,494577.1922,497538.1714,501342.9192,504804.9713,508940.2334,514161.1695,519885.9022,526552.8881,532149.7747,535118.483,534905.4007,532753.6324,531829.5199,531216.258,531589.479,529387.646,525274.0949,518939.8656,512659.3386,506333.3238,500231.4105,501874.4404,511338.0781,525276.1552,535643.9377,541211.6005,545419.2642,543171.3939,537270.3913,528872.5734,524141.9933,523052.7819,525009.3581,534551.2001,548158.9169,562890.4088,573010.4326,579987.2014,585930.9916,585649.9862,583043.5972,578542.2293,579403.5495,581681.8469,585129.6818,592857.5862,604596.0484,618439.5981,629894.1566,639620.8845,646768.7675,653338.6078,661367.62,671925.0833,682869.6729,690221.8969,694086.4803,691696.3455,684514.0212,675161.2842,668371.5058,664011.7669,660974.7126,660392.7035,664381.2961,671774.1491,679477.8017,685688.9049,691762.3866
Upland,344251.763,344567.1917,347108.0204,350217.8045,353999.0104,356390.4429,358149.7544,358079.0823,356888.29,354408.6936,351619.6237,350461.3323,350405.2964,351626.0412,351334.6074,349380.3608,347865.8645,346561.1216,345425.0383,341890.8753,338340.4869,335568.0946,335736.0245,335134.4863,334135.311,330865.0283,328316.8515,326551.5781,326563.6843,327067.7818,327932.26,328993.3335,331370.008,335701.1778,341143.4715,347078.372,351549.8799,354540.8255,356406.7926,359373.5336,365143.2752,372491.8392,379462.6934,385097.3669,391833.8393,400072.0765,408316.7103,414297.8678,417634.3265,419786.2318,422660.1828,426170.5869,429941.4704,431520.8975,432245.5138,432243.8965,434867.1894,439064.0874,444771.2024,449267.4707,452534.0593,454503.4868,455925.2272,457396.4649,459175.7357,460243.1107,460601.9713,458065.0136,454653.0686,449880.1045,445878.5085,441550.9139,442865.0487,449327.7353,458964.6901,466413.8196,470943.1622,474300.5259,476344.8769,478363.8071,476547.2699,470725.144,462577.66,457813.0876,461851.7579,472870.425,487144.5941,498177.0692,504927.6847,509479.2939,512216.3294,514914.7138,519066.6141,525956.8439,533278.237,540349.57,544345.6382,545464.0513,542966.8603,540999.2386,541123.8851,542754.7345,543726.9345,545339.532,548233.5657,553171.7572,557423.2804,560666.2403,560805.6467,558483.9977,554266.0185,551136.0565,548819.9099,547338.0967,545870.5995,545761.2446,547994.3776,552327.2884,557696.1355,562749.1433
Carson,302382.5295,300732.2017,299519.3948,300268.2214,302734.4495,302881.2342,301836.2752,299401.3862,297617.5129,295870.099,294162.0069,293314.4298,292812.5194,292931.6743,291837.3877,291038.4752,288378.6703,287313.8388,285972.0072,284534.6265,281911.777,279136.0153,278254.6867,277680.3901,277258.7305,275512.6789,273020.686,270236.8353,268879.3511,268995.3245,270131.7614,272701.4169,277202.0574,282868.1595,288546.5286,293530.25,296420.9533,297883.294,298190.176,299940.9576,303235.9771,307632.2739,313576.5109,320681.8356,329046.6085,337579.1044,345021.4518,351085.4084,354229.1054,355343.2106,355183.7805,356074.2001,357531.7649,359042.2706,360669.6895,363602.7904,368621.9848,374341.564,380081.1668,384549.5495,386973.1656,387949.2895,387688.9516,387812.8384,388244.5441,389652.069,390604.0019,390481.019,389382.8866,388133.8127,386144.445,383618.3117,385537.6962,392663.1475,403040.624,411097.2144,417048.2288,422026.499,422957.3824,419916.8248,414029.4778,410269.7944,409042.1998,410307.7029,417543.9724,429286.1352,442981.1818,453284.4715,460086.0243,464945.3258,465361.988,463726.9077,461388.4174,462424.1216,464489.3809,467762.8956,473696.9428,482603.7501,492236.2587,499736.5172,505718.9901,510495.16,515426.5257,521492.1544,529144.6826,537549.8316,544630.0029,549578.4243,549009.3922,544304.0727,537789.3804,533674.3302,531813.0967,531302.288,533943.3586,539312.4114,546527.1823,553490.2827,560348.7975,567262.9226
Lakewood,389439.8203,390644.0783,391891.4876,394106.49,397524.1776,397664.1711,396083.5418,391962.4983,387671.0774,383158.6191,378938.5263,376115.7835,374275.2625,373582.0156,372018.0719,370443.9164,366452.035,363603.7339,360790.2192,358375.8088,355126.498,351701.3097,349985.4346,348697.4917,347523.6539,345585.002,342830.952,340329.7628,338670.637,338192.036,339425.1946,342927.9487,348382.0153,354542.2117,360928.9593,367373.8855,371619.0412,373608.6229,373767.1989,375170.7865,378753.8364,384597.1713,392176.7871,400395.7203,408909.3917,416323.9034,422117.9863,426276.9161,428000.918,428465.2103,428070.5,429099.7121,430431.1335,431571.4348,433001.7142,435427.5532,440095.2546,445062.7958,450006.8469,453993.5099,456467.6801,457360.0623,457293.2571,457433.2145,458035.0822,459153.4466,460100.0611,459848.2639,458137.3115,455450.4572,452226.7332,448935.6206,451240.149,460050.4323,472055.2792,481436.2057,487127.5946,491796.409,491542.7819,487797.4983,481457.406,477802.1393,476921.5171,479064.1119,487060.3279,498755.781,511689.5654,520769.5022,527368.1839,532152.7286,532593.8464,530375.9236,527411.2376,528035.6291,530308.3001,534030.1469,540377.1038,548672.1856,557107.868,564048.5544,569462.5861,573597.3029,577666.9405,583347.3974,590045.2318,596401.5486,600920.1997,603835.4708,602498.5033,597530.4172,590707.9654,585689.2107,582526.1614,580532.4841,581329.737,585284.9446,592278.8889,599219.8399,605482.6222,610688.1508
Turlock,176022.1325,175189.2432,174937.734,175460.072,176074.7365,176902.0997,177755.6319,179456.3091,180354.2254,180244.1919,178007.8613,175286.4132,173585.5576,173746.9426,174170.5579,173487.3105,171315.6795,168645.1614,165722.0695,163512.1391,161851.3731,160455.8649,159663.1245,159014.9978,159042.524,159011.6166,159303.3726,159741.0911,160544.5562,161636.9838,162721.5063,163764.5653,164838.2932,166209.5335,168004.4407,170503.0979,173439.9249,176548.8807,179732.4802,183368.8672,187307.633,191611.6698,195727.835,200223.4861,204911.6489,209827.8786,214343.8611,217811.9007,221134.2576,224501.4602,228595.782,232335.6247,235786.0204,238523.6733,241136.3548,243115.269,245004.2045,246625.3706,248907.4565,251162.9476,253386.6444,255038.4145,256646.1535,258080.1844,259741.5613,261027.2207,262695.6413,264559.1337,266717.3285,268517.4786,270678.113,272947.8837,275744.6902,278094.1674,279811.0844,280743.001,281081.3906,281730.7223,282933.1627,284205.6735,285535.5415,286712.4589,288642.2385,291022.1436,293547.5914,295852.3245,297845.5791,299961.0551,301322.3051,302636.7951,303643.6072,304989.6152,306795.8445,309207.013,311976.0399,315003.2327,317945.9119,320840.9872,322889.9084,324176.7392,325500.9625,326789.6991,328241.4811,329363.8771,330489.9522,331615.3042,332621.0758,333897.7303,335292.5426,336828.8581,338198.8342,339214.7733,340029.1501,340798.432,341973.3259,343255.3031,344349.6035,345373.3411,346918.3488,348942.42
Tustin,454387.5289,455655.1601,455753.2427,458990.5775,461365.5126,462464.7589,459787.5762,456735.5603,453157.1489,449372.9757,444880.9291,441461.2487,439639.943,439147.0616,437844.1707,435486.9716,431391.9556,428643.8286,427235.0321,425507.1391,422500.2733,419546.5002,418739.9565,419401.6433,418464.7583,416248.2025,412807.8004,410125.8844,408608.4,408743.8997,410770.3222,414520.4301,419493.5454,425534.8414,432448.5738,439829.3195,447279.2048,454548.1104,461178.2559,467301.1817,474108.8806,482156.0202,490654.3171,498532.2697,506413.9763,514403.0871,521877.0903,527894.0231,532589.7356,536581.0456,540043.2179,543142.9648,545832.0602,547655.3195,548950.5387,549872.569,551961.901,555142.6706,559226.8875,563328.2631,567041.6599,569955.891,572339.7984,573416.153,574879.9088,576117.4434,577967.9504,576876.9371,574184.1592,569582.5431,565639.5822,561858.5167,565332.0407,574411.5007,587068.0568,595416.8488,600896.438,604571.3633,607608.7188,605537.8715,600063.1095,593535.8307,591493.7929,592824.2925,600662.4859,611513.1296,624421.9817,632473.5129,637786.5343,641021.0479,644033.0207,648294.3036,655265.388,664074.9509,672599.014,681188.5202,687362.5989,690690.5864,690155.6969,689140.1452,689001.3831,689389.8709,689532.4935,691915.6703,695641.245,701200.4939,705206.3051,707498.7286,704747.3702,698525.4067,691531.4269,688929.3887,688628.4458,689105.2639,688972.2066,690683.2628,694474.8747,699263.5897,703685.1002,707241.8289
Milpitas,468187.2174,471768.5981,481231.1292,485578.1706,487373.3127,482421.9265,476551.6379,473154.8021,471602.5123,470741.6813,468274.1689,464227.8193,462012.3819,457981.468,455512.4174,452666.514,448920.3063,448140.2237,446249.937,446457.1764,440670.5793,434551.0184,432990.9005,432779.6673,433684.7351,433525.396,436684.8858,442208.7354,447377.5942,453111.3876,462300.5368,475494.2652,491027.7384,506175.0151,519646.8341,532940.94,543326.2328,550160.0184,552980.6452,556285.3973,562876.136,572506.0516,584976.7259,597714.5166,610096.1354,620500.4362,629973.8156,639405.6044,647457.4685,652397.8825,654767.2928,655992.8004,657630.8668,659328.3006,664131.0617,671650.1235,681907.0549,692404.9567,703974.7451,715116.7391,725112.6531,732955.4939,738170.6937,741088.7676,744177.504,749071.4065,757736.7665,769662.7787,785320.4964,801237.0118,814322.3704,824866.4792,834160.1523,843893.8878,849056.7451,849925.0929,846230.9109,841869.7622,835894.1873,828700.629,821401.3508,816841.4484,814489.0303,815111.8801,821573.0696,833481.375,847975.9531,860345.1047,870702.595,880384.6752,883140.4099,881092.5985,878210.1443,882123.6163,888917.4912,898936.867,917169.8065,949235.7498,988702.8154,1030750.332,1067084.881,1094868.722,1115840.496,1131697.614,1145401.949,1152843.281,1154636.071,1151738.096,1141120.859,1123198.593,1100976.811,1079415.724,1061953.437,1047797.41,1039869.417,1036538.366,1038513.303,1041078.759,1044187.575,1048051.088
Yuba City,155812.0722,155698.0705,155539.9244,155350.499,155010.4633,154610.6546,154094.8413,153626.0026,153396.4776,153158.8818,152866.7398,152291.1022,151734.6219,151214.0774,150529.945,149766.2562,148876.1805,148102.7687,147503.2836,147109.2222,146795.2988,146430.011,146170.3782,146063.9591,146069.2358,146215.5409,146798.7919,148000.7212,149197.5373,150153.6385,150917.7738,151959.6027,153290.7755,154541.9975,155717.5411,156728.7701,157978.9654,159589.1233,161820.2416,164738.9733,168335.9215,172452.6609,176722.8684,180744.4573,184722.5936,188311.6608,191636.7565,193778.0642,195672.8955,197415.6888,199867.3497,202426.1037,205058.7906,207184.3814,208954.593,210592.6297,212431.9867,213686.188,214476.0377,214668.2166,215177.4949,215943.2236,217257.6425,218887.2863,220285.8871,221545.0308,222798.9547,224464.1771,226117.2854,227665.6958,228897.4669,229828.0036,231020.447,232601.873,234353.7274,236337.3619,238032.6894,239733.7502,240946.0408,242290.7081,243947.8858,246121.7788,248793.6315,251534.9063,254229.5922,257003.3826,259992.8711,262831.2238,265079.6756,267251.7422,269108.3498,271310.5534,273383.8826,275475.483,277444.7532,279620.4654,282106.5192,284826.5217,287763.3272,290538.5004,292790.8904,294188.0478,295180.3402,296259.2406,296968.7806,297583.9176,297653.0817,298271.0951,299262.6982,300802.6135,302615.6796,304081.3713,305595.5566,306644.5453,307742.6531,308950.6434,310531.1828,312584.8975,314669.1968,316490.1833
Lodi,210673.449,214113.8852,215371.4415,213890.3334,211306.8576,209800.8045,209179.3179,208765.6237,208366.7001,207142.9579,206395.2734,203976.2883,201765.6777,199248.2341,197768.9359,196550.9053,194780.4352,191647.433,189248.9215,185909.8435,183367.4752,180231.1461,178236.3592,176499.1098,175837.7193,176386.5004,177782.746,179021.7276,179754.051,180752.1045,181756.3251,183228.1482,185171.7725,188043.7193,191276.6883,194638.2257,197929.3508,201527.101,205374.2024,209763.8042,214965.0975,220733.4696,226002.8771,230883.0088,235566.7537,240682.9837,244973.853,248051.2553,250301.9239,253055.5815,256575.6033,260637.9263,263981.5671,266060.7553,266531.5872,266623.5918,267591.3455,269451.0499,271141.9665,272183.0132,272569.6316,273825.0291,275821.0625,278627.3868,280974.9122,282605.3654,283392.9877,284272.4322,285978.2014,288655.3516,291755.1037,294432.1596,297109.2763,299669.4929,301895.4297,303737.6739,305336.8351,306827.4475,307982.5368,308948.5028,310542.7173,313031.6959,315845.1327,318603.6815,320976.4973,323709.058,326889.6418,330369.7488,333088.6637,335392.1266,336971.1866,339016.6511,341174.6554,343876.2924,345843.8092,347530.2404,349127.7176,351723.0637,354959.9299,358411.8849,361662.1864,363778.9062,364890.4796,365664.8918,366253.3195,367657.1385,368609.7804,370060.2285,371419.2602,373277.9891,375088.4082,376303.7508,376950.248,377264.6937,377210.2791,377834.9762,378580.4884,379895.9311,381098.0936,382376.5357
