RegionName,1/31/2015,2/28/2015,3/31/2015,4/30/2015,5/31/2015,6/30/2015,7/31/2015,8/31/2015,9/30/2015,10/31/2015,11/30/2015,12/31/2015,1/31/2016,2/29/2016,3/31/2016,4/30/2016,5/31/2016,6/30/2016,7/31/2016,8/31/2016,9/30/2016,10/31/2016,11/30/2016,12/31/2016,1/31/2017,2/28/2017,3/31/2017,4/30/2017,5/31/2017,6/30/2017,7/31/2017,8/31/2017,9/30/2017,10/31/2017,11/30/2017,12/31/2017,1/31/2018,2/28/2018,3/31/2018,4/30/2018,5/31/2018,6/30/2018,7/31/2018,8/31/2018,9/30/2018,10/31/2018,11/30/2018,12/31/2018,1/31/2019,2/28/2019,3/31/2019,4/30/2019,5/31/2019,6/30/2019,7/31/2019,8/31/2019,9/30/2019,10/31/2019,11/30/2019,12/31/2019
Cayucos,723926.4495,729115.8245,734690.0755,742120.3109,752173.8168,761960.3831,761279.2277,751884.0685,737926.5338,724420.4924,714567.6036,705274.0356,708896.8289,722374.0206,741467.5797,754340.9497,761022.6941,768439.9576,775253.8932,779390.7109,783768.7197,790035.3071,802430.053,814545.0338,829308.2977,841337.9846,849340.5955,854267.1963,856103.5063,855957.343,854456.6949,855171.7766,855677.3103,860046.8108,865883.105,877345.0179,888127.1879,895995.8748,901316.8704,900615.5528,901718.6046,902962.517,903369.4355,900971.638,897115.0913,898863.5501,905131.2971,913518.5598,914708.3599,906363.0235,896743.8029,891419.5233,889711.657,886087.1597,883704.2974,886768.6757,891470.1318,896031.3644,896457.5248,898450.1143
Arnold,242396.1463,243274.9313,243469.4506,243626.1223,243749.8409,243777.0454,244373.168,244987.1843,246207.6758,248297.2733,250564.3058,252906.6214,254640.9702,256273.3906,257188.7165,257023.5892,256565.306,256393.9224,257189.852,258187.8011,260039.9574,263094.5082,266854.3441,269936.3113,271035.3858,271269.9411,271827.903,272790.7414,273769.8775,273856.2175,274176.1218,274794.4241,276222.8934,278604.5747,281361.4305,284091.9575,287049.5248,290005.3688,293190.1962,294762.9727,295868.6969,296246.9844,297022.2714,297463.0514,297759.1177,298393.6527,299663.7461,301891.0765,304228.1507,306612.0476,308717.8707,310018.585,310703.5224,310875.1742,310835.1304,310503.2168,309989.9711,309869.7119,310512.6335,311692.5423
Sunol,957621.5404,964626.3773,969277.4166,973544.4085,978504.8141,987420.5692,998803.6167,1016429.654,1028950.787,1046881.643,1065144.775,1091391.718,1114861.556,1136138.998,1150717.878,1158543.054,1160526.666,1160692.204,1152877.575,1141634.917,1129261.413,1125560.995,1127080.777,1140745.967,1157459.493,1174181.784,1182655.168,1188113.95,1187920.947,1190530.678,1189999.876,1194885.345,1201073.977,1205785.613,1211230.215,1213957.136,1228402.558,1242985.809,1268446.641,1283564.21,1293661.606,1292327.891,1287429.211,1285195.454,1278555.353,1273681.584,1267727.269,1257945.469,1246064.589,1230439.052,1217453.915,1208779.874,1204594.252,1201046.46,1200279.712,1199312.507,1203409.721,1204343.372,1203548.086,1201145.667
Weldon,105906.1231,106885.8686,107134.0421,107576.1602,107829.8989,108419.533,108434.7617,108390.7832,108950.8368,109719.8779,110175.2077,110217.487,110580.3621,111754.5952,112808.5399,113344.5598,113172.6405,112845.3715,112056.6916,111657.2527,111393.5943,111778.1392,112142.0226,112713.2364,113763.7957,115629.5233,117607.5514,119393.7142,120178.8052,120734.5979,121006.7543,121752.355,123078.6604,124460.1942,125410.3315,125883.102,126217.8652,126795.2792,127816.0072,128659.457,129794.4356,130313.4571,131071.7046,131338.893,132266.6159,132700.3966,132957.5524,133012.4732,133387.05,133459.5607,133559.8131,133731.9065,134524.4029,135664.8186,137027.1753,138533.9442,139450.7673,140489.829,141524.232,142611.2934
Stratford,104560.2311,104280.3661,103759.6746,104677.5796,105799.8626,106775.5102,107342.9581,107898.2444,108578.0911,109447.7763,110665.8644,112437.6614,113910.8753,115187.184,115640.6868,115507.869,115205.2056,114665.5529,114200.862,113517.7051,113864.0673,115565.006,118337.9166,121363.5495,123865.5859,125916.1289,127583.2737,129608.4818,131213.8311,133090.2743,134575.8276,136068.5472,136775.0124,136745.4951,137279.6826,137529.3995,138180.1063,138704.5948,139979.3751,141370.3002,141560.6517,142085.5389,142813.2081,144974.2592,146240.2983,146724.6138,146849.7278,147229.9228,148463.3494,150099.0839,151325.4448,152543.2502,153171.5408,154863.7187,156384.5154,158022.3733,158662.7863,159379.1542,160288.2979,161468.8935
Fall River Mills,,,,,,,,,,,,,,189093.1436,190444.4023,191197.7609,191835.0327,191711.7353,191494.1296,192239.8357,192870.9461,193059.4517,193112.6425,193984.2624,195882.1475,198749.0551,201982.9473,204998.1106,206677.0248,206676.7623,205925.9899,205702.1373,206733.8584,208150.609,209071.6972,209295.3888,209605.385,210773.2001,212947.8865,214470.8568,214820.13,214249.2457,214096.128,214861.3153,215490.5956,216116.6647,216471.5419,216538.2744,216501.0237,216564.2407,217071.0762,218096.0678,219324.7186,221033.5778,222560.9601,223304.0669,223603.7429,223365.0352,223411.7515,222640.5666
Dunsmuir,121308.7074,122545.4496,123044.2813,122912.737,123401.6006,123644.3031,123728.7799,123325.1601,123163.8743,123769.5545,124690.3482,126150.1825,127676.8743,128984.7398,129913.1224,130628.0436,130952.6177,131283.0625,131254.7274,131539.7076,131889.2623,132984.2598,134154.3483,134836.6183,134855.9832,134928.4222,135719.8201,136833.2992,137904.3324,139062.0586,140166.5076,140884.4576,141490.511,141915.7495,142391.8034,143235.7978,143980.6467,144897.2113,146018.5669,148037.702,149720.8968,151069.3872,152633.8648,155081.1628,157893.6671,160111.583,161708.6,162840.5895,164087.3693,165613.2982,167190.9378,168978.6298,170896.0495,173452.4611,175798.0628,177749.5551,178465.6488,179080.4301,179895.2032,180816.1509
Wofford Heights,136045.4996,136067.8669,135397.4354,135154.3136,135315.6843,135990.488,135595.1158,135200.7452,135095.2456,136353.9777,137379.8186,138103.6123,138960.416,139754.276,140822.901,141710.5453,141964.6051,141094.1907,139048.0902,137418.8193,136676.6244,137124.8923,137880.1271,138627.3045,139557.1787,141161.4986,142998.3845,144798.7258,145639.4053,146429.8362,146361.8584,146403.147,146858.6608,147754.5408,148553.4005,148387.7479,148142.2579,148347.4151,149335.1211,150417.4251,151574.0976,152471.5897,153442.4539,154179.8515,155342.3304,156225.3107,157224.9413,157962.2228,158870.0252,159492.5509,159805.0481,160628.224,162099.9122,163938.2532,164779.9732,164908.4791,164954.7336,165772.1017,166973.6243,167779.2882
Hopland,,,,,,377591.2284,379798.4275,383862.6857,390429.8852,397777.6422,403639.8985,409759.2812,417788.5246,425657.122,431861.1923,434951.0893,437502.0438,441566.0319,445212.2048,450364.1907,455593.5764,462429.0183,467044.1908,471105.1053,472888.1964,476261.2521,479719.7279,485564.2917,490965.1589,498375.6684,506519.8356,515712.7225,521370.9097,524605.6874,527070.5614,530328.4525,535380.6044,541306.3204,545958.5445,547670.0094,547534.9292,546852.6629,546775.7798,547264.5565,549860.6778,552875.978,553854.1296,554776.3785,554339.3403,553414.6516,555741.8963,561203.6877,570874.4692,576535.9853,580634.3342,581440.9664,580858.2298,580692.5492,581449.2866,583370.4842
Browns Valley,316673.129,321389.5197,326243.0378,331874.2008,336471.8721,339712.5985,340266.1303,340189.9493,340765.5516,342846.0908,345465.6043,348188.024,352110.0591,355875.8182,359219.9439,361271.1608,362862.0931,364232.4198,363917.6232,362803.4166,361048.5627,360468.3885,361273.7482,362818.6967,365459.416,368990.8668,373774.3569,378760.9001,383166.9046,387404.1882,390514.2826,393187.3305,395701.4259,398959.1954,403241.5676,407473.5124,412646.9132,416567.5521,421181.6514,424888.6768,428906.4265,430990.9715,432066.7011,432003.4312,432132.2722,432454.3231,433168.6101,433590.7636,433206.6484,433672.0451,434616.8452,436069.0019,436839.398,438618.4705,441278.3339,444701.2422,447016.6548,449291.3734,450754.1379,452337.4269
Hamilton City,125009.6861,125624.5181,126454.7572,128176.7351,130185.2755,132182.1628,133296.4138,133951.008,134269.6363,135492.7423,137272.8414,140086.2098,143080.493,145833.8932,147227.8214,147827.4652,147302.843,147580.6969,147488.7298,147766.4873,147778.1891,148517.7537,150074.1206,151891.6134,153182.5009,154656.8876,155616.5291,157110.8577,158181.3069,159676.7345,160963.9433,163238.1632,165060.0416,166758.7558,167642.6608,169091.7212,170412.7546,171574.7779,172497.5054,173432.849,175130.5663,176590.7503,177999.8166,179419.7639,181403.1146,182718.5605,182663.6582,182980.9366,185005.7688,188087.0874,190927.1098,192972.042,194558.2106,196266.4825,197715.5674,199115.5879,199307.8454,199949.8568,200635.927,201921.3755
Stevinson,254191.8883,260876.1709,267755.1609,273531.4693,277040.977,279435.3225,277287.4924,276962.1428,277568.2398,283152.2233,288069.8076,292599.1473,299281.1144,307270.207,316232.3347,319047.6161,320548.5986,319393.9239,317436.2266,314234.594,311698.9533,310956.6408,310791.0348,312323.8397,317106.3545,323347.4399,328475.539,332540.1815,336166.161,339293.3147,339787.1296,339434.2156,339977.7501,341974.6068,342609.7759,342137.2205,343916.8739,348827.6638,355835.6408,361146.1141,366786.7686,371260.4877,375991.9091,379260.947,380805.9885,382327.1061,381357.1701,381587.605,381376.157,382422.9994,384960.2993,387418.9233,389569.1415,390529.2211,391653.8223,394267.7312,396202.908,398890.957,401974.4291,404138.3431
Walnut Grove,324668.3087,329214.5066,334374.5559,339215.3543,342729.3164,344347.96,344226.5817,344930.5914,348498.7634,353425.1733,358258.4825,360646.5294,364021.2055,366636.4135,368600.9233,369793.0414,370930.2584,371090.5477,370122.1991,370135.0486,373123.1977,376686.6815,380396.3425,383116.7717,386327.5307,388616.1116,390895.6519,393714.8785,397274.4934,400936.0057,404419.6755,407934.3034,412362.1,417027.3404,420739.7821,422459.3371,423038.5964,423986.4602,426139.0382,428588.1539,431964.8234,435531.352,438628.0881,439640.7173,439955.4849,440528.5059,441240.0227,441307.0509,440897.89,440694.6924,440209.459,440030.8609,439906.3957,441423.0658,443453.0461,446493.9687,448452.6111,450109.0817,451625.5556,452811.88
Bodfish,95764.41264,96405.11566,96658.33067,96392.89352,96377.74078,96244.83383,95603.07654,95327.06635,95201.17068,96092.20313,96644.64416,97481.94886,98642.963,100180.4301,101298.0071,102196.2641,102565.4802,102745.5224,102283.6888,102279.5251,102506.4998,103385.9295,104471.2415,105667.9618,106447.8848,107014.2345,106987.0045,107191.18,107140.6549,107867.0799,108554.2985,109307.6213,109897.0782,110416.6058,111479.2248,112803.4877,114184.2056,115259.5494,116383.3489,117266.0585,118045.78,117935.0761,117907.9077,118288.2074,119813.1446,121255.7747,121920.5363,122055.6198,122687.143,123632.6453,124245.6588,124414.2205,124539.9744,125327.2238,126407.1806,127605.0865,128303.4478,129233.8686,130051.3601,130769.3781
Ballico,401157.5505,408519.4338,414882.5535,422100.9816,428968.1075,435719.2978,436907.9773,437303.3131,436563.948,439376.5255,441981.7997,446085.408,452019.3931,457744.5037,460926.2866,460175.0399,458806.7629,458547.4184,458636.2623,459439.326,460054.4824,461924.34,464012.955,468053.069,474109.3606,483065.7651,491201.7837,498439.0714,503298.4168,507853.9821,510686.8162,512483.8918,513820.0854,516126.8192,518837.0256,522098.9742,527327.3313,533719.6633,540074.279,544314.8987,549805.6666,556172.2108,562234.8473,565132.2553,566176.0526,567991.0508,571302.0523,573406.5853,573345.2018,573188.6861,575474.7193,578742.1087,579518.1488,578960.0139,577451.519,576582.8414,575115.8184,575164.9893,576351.202,577429.4978
Bayside,480623.5884,484554.6536,487851.1766,490990.7756,494052.136,495319.4959,492299.6679,487212.5662,484988.133,489021.4802,495869.9766,504177.3409,511801.5025,517646.7644,518637.734,517907.9164,516270.7038,517001.3757,517039.5406,516780.1273,517096.4003,519955.6975,526190.5096,533390.3725,539390.5356,545340.6005,549082.3309,553082.7203,553748.7146,555364.8321,557121.0818,560614.5128,562979.4666,566581.4695,570155.7377,575715.2607,580325.4756,583905.5917,585684.1893,587033.4147,589214.2517,590624.72,592488.7937,595165.8826,597520.2086,598550.6279,597018.3764,597038.443,600146.3945,605553.2187,613135.7705,620002.4903,626613.5959,631411.7105,634067.1446,636288.8348,636940.5727,638344.6483,639049.0108,640467.8249
Mountain Ranch,203853.3185,206065.4703,208211.628,211058.2814,214703.3859,217835.3172,221085.6172,224168.6306,226922.192,228500.7635,230517.3923,232898.3515,236935.0723,241585.2102,247001.2679,251648.7443,255827.4227,258712.5549,261316.9738,263387.7702,266050.2362,267342.8797,268292.3316,268943.1846,271279.9532,274032.9188,277084.258,280044.4543,282089.513,284364.1034,286765.7097,290191.063,292760.5255,293834.4516,295510.4706,298373.6914,302407.2288,303498.9849,303251.271,299796.4449,296639.4923,293874.4273,295245.27,297147.8507,297532.2079,295180.0046,293771.0922,292421.726,293727.0346,296097.1989,300894.2733,304316.024,306221.9513,307367.307,307743.394,307723.9726,305876.2967,303384.1891,301316.9128,300141.8337
Pearblossom,191384.6332,190747.1598,189085.1673,188604.0203,188951.2163,189845.5547,190008.1142,189152.5056,188476.7481,187578.9959,186692.2966,184729.9898,184235.1844,187042.5169,192424.684,197961.9385,202346.2206,206284.4436,208047.7593,207536.4554,205046.5808,202731.1797,201116.5233,200147.2961,202724.8572,208562.7244,216904.9286,224357.2651,229815.5437,233627.2556,234418.4372,232864.6569,230820.0592,230017.2622,231040.1747,232175.4702,235331.1023,239839.5573,245186.2468,251114.3872,255864.5245,259835.616,262949.101,266811.4029,272813.1114,278841.5355,284928.6921,289352.4254,290948.2053,289208.7052,285180.3776,282180.3319,281085.5134,281336.5082,282482.0848,285259.5559,289095.5608,293114.9309,297511.3677,301585.4072
Diablo,,,,,,,,,,,,,,2189386.416,2186003.038,2183383.364,2169032.262,2153080.748,2135179.204,2125461.948,2117308.461,2111529.622,2106429.288,2102877.161,2095070.829,2098344.433,2105592.581,2127938.981,2145000.633,2163249.622,2178318.584,2190699.242,2197455.923,2198795.286,2201491.809,2212521.518,2235322.548,2262333.946,2278937.389,2283088.767,2282226.823,2290475.032,2294773.294,2296304.069,2289440.916,2287137.549,2287152.424,2286339.927,2280314.579,2272389.399,2270932.418,2275477.102,2284334.22,2289687.609,2291229.91,2283981.482,2275855.787,2272302.704,2270869.787,2269873.311
Prather,300707.3852,303021.7787,304568.9765,305866.0682,307217.0863,309282.3875,311844.9672,313762.6166,315421.0558,316960.1312,318401.0432,319379.9686,321172.0288,324011.3516,326274.1912,327175.7163,326930.3353,327112.6024,328182.1607,329737.2667,330883.0808,331276.9587,331110.1673,331351.9374,332651.8095,335273.387,338510.1029,342079.9111,345232.4617,348701.9038,351634.5178,354675.9693,357145.1484,359083.8142,360494.1289,361340.4288,362924.8776,364364.2797,366823.0982,367923.1418,368980.3129,368482.9096,369477.3399,370698.4344,372692.7146,373832.9614,374677.8324,375337.4752,376943.2748,379202.4665,382397.6056,384953.1485,386589.2371,387664.8891,387687.6159,387688.5577,386723.3832,385928.0183,385885.4993,386550.1354
Potter Valley,346239.5108,346925.2861,347535.3056,350465.0387,354932.5472,359186.6425,361018.4442,362313.3126,365171.4322,371129.1477,375994.6777,380318.3829,382833.6155,387065.0537,389436.9277,392168.2274,393252.9061,396809.3443,399405.4568,402669.4515,404302.8081,405339.1193,405794.2891,406739.057,409766.7681,414260.3853,418826.3264,422974.0443,426014.5317,431618.8363,438874.2024,445809.8969,451411.1751,456261.9819,461057.949,462392.7764,463059.856,465258.1964,469685.2196,472333.3101,471897.6964,468414.4107,464689.0498,460429.574,456197.6583,452469.1674,450691.6206,450553.4758,451670.253,452373.5859,456163.1869,460907.9923,468432.7318,477107.6157,484963.409,490572.5409,491629.6721,493357.8797,497310.165,502685.7715
Friant,373152.256,374980.2919,375893.7146,377609.9747,379285.4542,380656.3768,381590.9863,383293.4373,386665.4386,390483.424,394060.5949,396618.9678,398178.2925,399324.7761,399259.1129,399051.3797,397790.6717,396793.5623,396164.7365,396399.3574,396917.5873,397913.9952,398759.8999,399684.7682,400722.7934,403071.2661,405524.6208,407576.6732,408153.6291,408442.4222,409344.9558,410804.2453,413213.7889,415429.2113,417791.8986,420193.0439,422184.6945,423628.507,425785.574,428367.7637,431323.1981,433307.2401,435244.0377,437338.2019,439103.9155,440951.7739,442154.7358,442941.02,443143.8622,443615.2596,444000.7816,443847.1116,443081.4973,442530.6454,442087.6962,442657.2101,443571.9982,444687.1237,445267.1045,445594.4889
Etna,166255.3762,166691.9928,166770.647,166620.9179,167031.6571,167953.5838,168867.0797,170000.6537,170955.3107,172372.7632,173488.7366,174643.0622,176537.5799,178414.1265,180222.0767,180920.5078,181136.494,181297.6047,180866.6289,180549.8992,180143.543,180601.4429,181442.2698,182204.5414,182699.2273,183258.8639,184365.1458,186026.0478,187329.2629,187601.5644,187207.1911,186802.0973,187317.2489,188195.6973,188912.5654,189221.358,189518.5126,189893.1475,190698.6313,191996.5374,193280.3613,194564.5358,196249.7579,198291.9501,200455.6907,202292.0736,203890.1425,204932.6,205453.526,206138.9185,207109.6252,208661.5639,210192.8068,212092.6551,212966.1947,213486.0346,212797.0063,212688.4866,213354.352,214582.783
Big Sur,1444325.547,1462335.409,1488768.903,1509414.351,1524040.813,1526594.685,1510721.414,1492904.389,1493234.159,1516351.873,1546580.877,1576114.629,1614943.409,1672719.977,1721241.981,1758958.228,1762169.092,1772350.651,1763351.76,1762203.144,1748158.361,1741969.556,1723274.551,1716420.288,1715354.294,1738883.391,1750749.498,1764325.165,1768440.116,1794943.58,1818997.584,1844565.528,1842144.873,1843695.527,1835729.711,1829651.733,1829777.762,1838414.057,1865140.544,1886467.751,1913242.145,1929255.957,1935502.18,1935752.522,1930190.993,1955497.772,1985225.561,2015161.229,2005621.23,1971766.906,1942524.215,1927475.641,1928423.289,1937105.827,1938617.371,1930953.341,1915315.487,1911012.774,1914271.905,1906114.641
Rough and Ready,322791.59,326117.7563,329889.5666,334512.8827,339390.1719,343490.5865,345181.1379,345938.3258,348263.6986,353688.8436,359252.9998,363429.8353,366326.4987,367892.3488,369823.3787,371066.5299,372970.6995,374511.2265,375211.3169,376484.6971,377304.5813,379931.1772,382690.1761,385025.8767,386673.9744,387802.9693,390185.036,393425.6069,396234.4477,398105.4099,398424.2538,399686.2713,402009.5419,406188.0508,409927.7384,412740.0749,414019.6105,414987.3427,416543.8381,419347.4926,422722.4608,425170.3765,426550.4512,427123.8595,428370.6231,430418.2646,432124.517,432486.9218,431639.5571,429719.3744,428904.1443,428739.0113,430003.1608,431524.9817,432259.9039,433383.882,434103.2702,435386.4954,436370.5784,436767.0684
Smartsville,258233.1393,260143.8317,262126.9558,263845.5269,265854.0606,268242.4007,270400.8114,273400.5843,276823.3651,281866.3951,286671.752,290829.5033,294353.3394,297051.0357,300615.328,303382.979,306541.0576,308356.716,309689.2574,311357.8714,313196.993,315529.5931,317864.098,319721.8195,321061.8687,321092.3321,321685.7344,323626.6898,326550.6825,329991.4196,332271.4591,334752.3596,337435.2824,340597.0003,344123.0661,347276.6705,350371.078,352486.301,354673.7924,357169.037,360375.852,363634.3456,366916.3017,368956.1228,370164.234,370224.6254,370303.949,370401.9326,370287.4532,369891.3147,369115.7207,368693.7417,368481.3263,368726.6017,369590.1237,371234.4582,372585.1246,373819.6546,375059.5093,375941.08
Big Pine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Three Rivers,266378.4939,268747.0519,271174.2514,273534.5371,275592.9949,277553.2349,277087.4375,275487.2536,273001.1837,272528.8044,272302.3657,271761.3647,273961.0211,278959.5984,285767.9171,290153.4999,291075.3459,291694.0685,291580.5087,291804.8625,290382.0609,289735.5449,290032.6095,292250.5126,295935.5053,301186.3138,306458.4498,310972.2265,313870.3399,316620.9571,318571.3701,320130.9137,321061.4709,321856.8805,323600.451,324924.5272,327248.9253,329814.9762,333570.4534,336312.3606,337621.3986,337987.5799,338304.6159,338186.6012,337877.6731,339141.8152,340926.8523,342723.4924,344481.6555,347563.606,351802.1248,356005.6504,358830.3039,360732.2827,360654.1273,360618.6389,360677.3127,362373.5217,364358.3121,366174.2396
Del Rey Oaks,480002.8939,482529.2822,484282.4567,486606.7216,487897.4506,486761.8779,486927.6392,487918.8529,492035.1612,496398.5313,500248.9627,505551.6032,512823.0018,522876.1891,529710.3414,532987.0519,532435.8448,531023.748,529134.2241,528722.8068,529263.7166,532086.4004,534510.9488,539752.7649,546807.158,555522.1667,563129.7571,569877.904,573176.8966,575594.5698,576452.5073,579253.7962,582267.7162,586189.9523,588896.3626,594009.6925,597783.6431,603568.4752,606243.231,609654.7573,611705.7118,614108.67,614378.3299,615478.0658,615824.6891,618994.8829,620728.2416,623633.3097,625534.5283,629477.9422,634151.8206,639331.029,642438.8308,644442.102,645656.1552,646340.7067,646552.5029,646261.9759,645107.4106,644296.1683
Laytonville,263793.9513,267133.3551,270236.0314,275147.0977,278962.7012,282205.2861,284017.3947,286708.4262,290396.5578,293587.6704,294491.7691,293995.5138,295162.6991,297461.5512,300477.7447,302995.0961,306467.5202,312366.5354,317477.5631,323285.8827,326364.5821,330225.8241,332762.1146,335337.3015,337324.0137,340312.306,344609.2381,349571.2643,352448.5154,354929.3131,358144.0575,364377.6922,369984.7554,373161.5885,373911.6074,375145.0833,378379.2834,381121.3589,382600.691,382066.7463,381890.2512,381821.5716,384252.1451,387473.164,388694.8956,386160.4885,381126.6771,378062.8749,378334.886,380195.5921,386043.4824,391900.1532,399196.0191,403734.9527,407889.4829,411492.652,413042.6967,415636.4558,418916.8876,424386.3976
Lexington Hills,767625.0294,774006.3699,778499.8885,783322.0783,785717.2164,785350.3991,785687.1942,793301.0618,808655.378,826596.9779,840130.0053,849358.9479,854434.5401,858222.4676,855377.9379,852629.6039,847501.3009,844373.1119,837213.7393,827557.809,816654.9822,809176.3494,805444.4555,807636.6166,815486.2039,831922.6679,850714.7166,867434.8045,879028.4065,888295.9473,889498.8415,884580.1479,877157.3077,878319.3602,884338.5204,892754.5145,908822.8257,939117.4948,976528.1764,1014689.474,1043489.743,1062640.76,1070263.719,1073457.201,1078064.414,1085882.565,1091166.812,1092455.975,1085629.475,1070395.644,1053273.674,1033898.21,1021949.47,1012787.446,1012536.83,1012975.288,1014721.662,1016654.824,1020134.63,1023728.962
Crows Landing,404720.7938,411586.5624,420693.2311,431136.2307,439074.4699,443673.8105,442850.8109,442110.0277,440977.0582,445211.0541,455295.5148,468220.0769,478053.5902,480639.4723,482226.9204,482778.9875,482058.918,480099.8415,479975.3883,482965.5478,486532.506,489531.2824,493866.371,499181.4438,505932.7621,511644.0715,516505.5635,521855.6396,529388.0772,536951.7973,542208.4345,544988.9555,547905.2643,552809.0792,558539.556,563459.1076,568455.3689,575607.8293,584069.9771,591102.5494,597685.8093,605599.6632,613237.9077,616339.7676,618188.2561,621033.1125,626763.5078,631870.5013,632832.4627,634237.5414,637232.9895,641000.4982,642113.8123,640589.2859,641658.0053,643943.0791,648252.9583,652473.6042,657662.6204,660221.8127
Occidental,620428.1093,628983.6168,635690.2199,642065.8642,645571.9585,646837.792,647900.3286,654702.6088,668994.0988,685166.7511,699504.4671,712249.3002,723032.598,733170.1412,735804.7614,733105.958,726259.9038,725326.3797,730503.7744,738542.8935,743552.8111,746746.4106,751030.9711,756377.0556,761733.2854,766883.3506,770178.6413,775405.4047,780749.0184,790140.7865,793871.1249,801497.3508,807319.5608,816398.2737,824446.0697,831846.7674,844568.4874,857616.8767,873063.7623,881882.2622,889686.3646,892590.9234,891892.543,888655.3113,886187.2439,886805.1521,884141.8948,878788.3125,875209.5177,871967.8651,870280.0006,868283.9422,869186.2606,869777.3768,870517.5174,870500.4854,872493.4622,874779.4404,880725.6337,885788.2304
Irwindale,341160.795,341124.7996,340686.6168,340669.1176,341501.711,343126.1195,345284.5232,345946.5541,345545.6036,343685.2929,340794.0851,337355.0724,339185.5276,346701.4716,357211.1235,365729.0223,371360.1873,376864.1379,379132.9814,379659.2284,376517.4523,374823.6879,374576.6963,377376.2759,387130.2123,401950.4829,419225.704,432549.0594,441079.2788,446596.7086,447607.2779,446328.487,444420.4089,445514.5694,448703.1808,453390.6194,459039.5747,465730.4666,472267.85,477335.4316,481421.0318,484386.0869,487815.3703,492592.3316,499500.2372,507860.6443,515164.4777,519729.6607,517388.597,510239.6966,500936.2066,494088.7502,490280.88,489217.5955,491986.2617,497895.1536,504896.9299,511964.3966,518389.0822,524800.245
Pauma Valley,449511.4676,451398.4419,452748.8865,455082.1181,456854.105,459605.2919,461114.5603,464134.1454,467239.0648,471123.5321,473198.2032,474720.0566,478662.9969,483485.4761,486367.135,485579.113,483120.2055,483197.2949,483656.6437,485314.4475,485783.7294,487897.234,490222.9221,493936.2726,496752.5591,499060.8387,500727.601,503889.5445,506583.886,509678.9243,511528.5376,514954.975,517181.4684,519450.2678,519985.2837,520725.6091,520747.9935,521158.6457,522043.5245,523808.7009,525447.7299,525312.1856,524063.1084,522383.6288,522455.7041,524230.372,526176.8107,526250.6315,524430.1167,522806.628,522341.6234,523002.3373,523432.7976,524003.5284,524550.8903,526652.7976,528666.6404,530535.3041,532704.5537,536416.1769
Herlong,39800.34375,40778.38571,41940.67302,43901.8519,45753.26733,47392.22881,48526.97576,49821.17926,51550.27056,53006.38693,54503.00457,55898.65317,57247.80929,57965.75351,58439.28317,59290.27916,60288.76866,61231.15276,61418.5939,61628.86663,61895.46429,62701.8838,63883.01186,65418.95232,67573.65558,69583.78984,71117.21267,71241.00319,70767.73976,70113.59295,70367.42326,71284.01257,72789.96861,74812.38399,77001.14558,79441.14812,81200.22549,82798.40018,83886.01477,85359.41905,86805.26875,87942.10461,87830.86888,87481.11536,86986.63054,87026.73517,86422.46409,85774.92668,85582.41224,86170.40123,87057.92159,88148.02142,89022.15708,90020.6751,90894.9154,91724.60425,92223.08766,91758.04259,91133.67593,90400.16141
Los Molinos,157694.2647,158752.7857,158909.2699,159590.8247,160628.6625,162404.3973,164137.8132,165429.0196,166949.6967,168924.941,171056.8613,173134.4778,175482.0988,178084.4006,179636.9048,180131.0005,180002.1204,180864.2863,182243.952,183983.2426,184991.6987,185290.5987,185166.5627,185942.3192,187050.6876,188460.5101,188557.2988,188357.1951,187431.9902,187385.8455,188256.3213,190423.8649,193226.4715,195982.0088,198251.9041,199744.5423,201398.5346,202288.6187,203664.5253,204387.2243,205956.8561,207311.9296,208776.479,209287.5871,209558.6073,209782.4884,211002.7839,213558.9728,216962.4892,221000.02,225283.5848,229963.7504,234771.4666,239230.5568,241976.7379,243101.0556,242304.2639,241692.1984,242011.6622,243180.7395
Pescadero,814429.5652,828938.5899,840015.2962,850281.0522,854119.5432,855267.7726,852542.8601,854130.3824,867123.8268,881495.0113,894113.621,900657.668,905519.8254,911483.082,916491.0245,921155.7749,917511.3091,905884.7866,890316.3406,878471.7628,874879.2923,876764.5655,885289.6813,897020.6768,912551.1968,928901.3845,944882.4145,956982.9814,966096.9822,977647.928,987404.0668,993880.0888,997761.0571,1004414.516,1015180.536,1024132.041,1031992.982,1045169.673,1063770.176,1086686.437,1102906.612,1112484.345,1114043.071,1110536.943,1105200.378,1103831.651,1103874.205,1099604.987,1088176.124,1075490.055,1068364.064,1065670.476,1063680.212,1060756.236,1063401.922,1069292.715,1076073.117,1080014.235,1086266.869,1090846.906
